Bile,delta,count
Dihydroxy,44.02,3
Trihydroxy,30.06,3
Trihydroxy,521.1,3
Trihydroxy,25.99,3
Trihydroxy,493.08,3
Trihydroxy,56.16,3
Dihydroxy,488.35,3
Trihydroxy,483.63,3
Dihydroxy,282.12,3
Trihydroxy,373.27,3
Tetrahydroxy,55.06,3
Tetrahydroxy,18.98,3
Tetrahydroxy,105.54,3
Trihydroxy,190.2,3
Monohydroxy,73.02,3
Tetrahydroxy,249.06,3
Trihydroxy,18.1,3
Trihydroxy,66.06,3
Trihydroxy,132.96,3
Trihydroxy,151.05,3
Dihydroxy,222.13,3
Trihydroxy,431.11,3
Dihydroxy,245.99,3
Dihydroxy,119.02,3
Nonhydroxy,312.26,3
Dihydroxy,98.07,3
Trihydroxy,425.67,3
Tetrahydroxy,26,3
Monohydroxy,110,3
Monohydroxy,17.06,3
Trihydroxy,53.93,3
Trihydroxy,161.04,3
Trihydroxy,350.14,3
Tetrahydroxy,54.9,3
Trihydroxy,881.44,3
Trihydroxy,702.24,3
Monohydroxy,64.04,3
Dihydroxy,56.02,3
Trihydroxy,8.05,3
Tetrahydroxy,370.26,3
Nonhydroxy,324.06,3
Monohydroxy,50.02,3
Dihydroxy,216.83,3
Monohydroxy,465.29,3
Trihydroxy,107.11,3
Trihydroxy,39.03,3
Monohydroxy,53.48,3
Tetrahydroxy,106.96,3
Trihydroxy,329.12,3
Tetrahydroxy,54.13,3
Tetrahydroxy,486.33,3
Tetrahydroxy,89.03,3
Monohydroxy,472.33,3
Trihydroxy,338.09,3
Trihydroxy,105.88,3
Dihydroxy,37.91,3
Tetrahydroxy,475.08,3
Trihydroxy,74.03,3
Tetrahydroxy,427.09,3
Pentahydroxy,168.04,3
Trihydroxy,391.62,3
Monohydroxy,221.14,3
Tetrahydroxy,37.04,3
Trihydroxy,518.65,3
Trihydroxy,144.13,3
Dihydroxy,347.16,3
Trihydroxy,556.33,3
Trihydroxy,1.87,3
Trihydroxy,649.76,3
Trihydroxy,118.02,3
Trihydroxy,392.28,3
Trihydroxy,85.96,3
Trihydroxy,70.78,3
Tetrahydroxy,54.08,3
Nonhydroxy,64.05,3
Monohydroxy,89.9,3
Trihydroxy,129.99,3
Trihydroxy,602.27,3
Trihydroxy,175.06,3
Tetrahydroxy,167.07,3
Trihydroxy,436.6,3
Pentahydroxy,81.04,3
Trihydroxy,156.11,3
Trihydroxy,221.03,3
Trihydroxy,10.01,3
Tetrahydroxy,58.34,3
Trihydroxy,220.13,3
Tetrahydroxy,60.04,3
Tetrahydroxy,554.31,3
Monohydroxy,290.1,3
Trihydroxy,318.2,3
Dihydroxy,254.19,3
Nonhydroxy,84.02,3
Monohydroxy,57.06,3
Dihydroxy,229.05,3
Trihydroxy,92.99,3
Dihydroxy,71.06,3
Monohydroxy,99.11,3
Dihydroxy,128.05,3
Trihydroxy,1020.71,3
Trihydroxy,131.67,3
Tetrahydroxy,117.94,3
Trihydroxy,644.28,3
Trihydroxy,270.09,3
Trihydroxy,187.42,3
Dihydroxy,41.02,3
Trihydroxy,110.02,3
Trihydroxy,178.15,3
Trihydroxy,567.39,3
Tetrahydroxy,110.08,3
Trihydroxy,18.07,3
Trihydroxy,256.15,3
Trihydroxy,123.06,3
Trihydroxy,232.04,3
Trihydroxy,506.34,3
Tetrahydroxy,18.07,3
Monohydroxy,17.07,3
Trihydroxy,197.07,3
Trihydroxy,141.06,3
Tetrahydroxy,87.7,3
Tetrahydroxy,19.9,3
Dihydroxy,180.13,3
Trihydroxy,221.11,3
Tetrahydroxy,58.02,3
Trihydroxy,53.12,3
Pentahydroxy,73.1,3
Trihydroxy,173.15,3
Trihydroxy,561.32,3
Tetrahydroxy,83.04,3
Pentahydroxy,280.23,3
Dihydroxy,373.26,3
Trihydroxy,39.5,3
Monohydroxy,63.92,3
Monohydroxy,221.15,3
Dihydroxy,99.05,3
Trihydroxy,282.05,3
Dihydroxy,33.98,3
Trihydroxy,660.23,3
Dihydroxy,17.24,3
Trihydroxy,367.22,3
Tetrahydroxy,14.05,3
Dihydroxy,35.04,3
Nonhydroxy,61.97,3
Trihydroxy,187.05,3
Tetrahydroxy,1.08,3
Tetrahydroxy,467.08,3
Tetrahydroxy,61.02,3
Tetrahydroxy,57,3
Trihydroxy,24.03,3
Trihydroxy,20.93,3
Trihydroxy,44.03,3
Trihydroxy,90.98,3
Tetrahydroxy,85.05,3
Monohydroxy,40,3
Trihydroxy,126.09,3
Monohydroxy,79.01,3
Trihydroxy,179.09,3
Trihydroxy,268.21,3
Dihydroxy,231.05,3
Trihydroxy,897.96,3
Tetrahydroxy,136,3
Trihydroxy,500.57,3
Dihydroxy,35.98,3
Dihydroxy,437.35,3
Tetrahydroxy,108,3
Dihydroxy,7.02,3
Monohydroxy,32.02,3
Trihydroxy,384.24,3
Trihydroxy,29.9,3
Trihydroxy,14,3
Trihydroxy,585.22,3
Trihydroxy,595.4,3
Trihydroxy,59.01,3
Trihydroxy,119.08,3
Dihydroxy,340.32,3
Monohydroxy,17.99,3
Dihydroxy,484.27,3
Trihydroxy,502.33,3
Pentahydroxy,44.04,3
Dihydroxy,38.98,3
Monohydroxy,45.99,3
Trihydroxy,17.51,3
Tetrahydroxy,23.06,3
Dihydroxy,23,3
Trihydroxy,626.29,3
Dihydroxy,68.03,3
Tetrahydroxy,44.08,3
Trihydroxy,36.99,3
Trihydroxy,71.62,3
Trihydroxy,176.04,3
Trihydroxy,119.07,3
Dihydroxy,216.06,3
Monohydroxy,371.25,3
Dihydroxy,179.09,3
Trihydroxy,89.46,3
Trihydroxy,212.03,3
Monohydroxy,136.99,3
Trihydroxy,483.11,3
Trihydroxy,230.17,3
Tetrahydroxy,89.09,3
Trihydroxy,414.1,3
Trihydroxy,128.11,3
Dihydroxy,201.06,3
Trihydroxy,44,3
Tetrahydroxy,91.02,3
Tetrahydroxy,471.27,3
Trihydroxy,625.32,3
Trihydroxy,541.81,3
Dihydroxy,31.03,3
Trihydroxy,504.57,3
Dihydroxy,175.06,3
Trihydroxy,17.05,3
Dihydroxy,89.96,3
Trihydroxy,586.27,3
Trihydroxy,512.05,3
Tetrahydroxy,14.08,3
Trihydroxy,40.08,3
Trihydroxy,702.26,3
Trihydroxy,383.76,3
Dihydroxy,99.09,3
Monohydroxy,590.3,3
Trihydroxy,31.02,3
Trihydroxy,155.01,3
Dihydroxy,52,3
Trihydroxy,118.03,3
Trihydroxy,473.24,3
Dihydroxy,131.07,3
Trihydroxy,719.31,3
Pentahydroxy,206.12,3
Pentahydroxy,41.01,3
Dihydroxy,20.97,3
Pentahydroxy,1.92,3
Trihydroxy,54.9,3
Trihydroxy,105.08,3
Dihydroxy,420.33,3
Dihydroxy,164.03,3
Pentahydroxy,53.85,3
Trihydroxy,149.08,3
Trihydroxy,430.31,3
Tetrahydroxy,72.1,3
Trihydroxy,462.14,3
Nonhydroxy,66.01,3
Trihydroxy,96.95,3
Dihydroxy,297.25,3
Trihydroxy,124.92,3
Trihydroxy,682.23,2
Trihydroxy,72.45,2
Trihydroxy,226.57,2
Trihydroxy,300.15,2
Pentahydroxy,64.1,2
Tetrahydroxy,158.12,2
Dihydroxy,51.99,2
Trihydroxy,117.94,2
Trihydroxy,173.11,2
Trihydroxy,30.99,2
Tetrahydroxy,214.14,2
Monohydroxy,18.09,2
Trihydroxy,99.21,2
Trihydroxy,95.95,2
Trihydroxy,92.05,2
Dihydroxy,1.02,2
Trihydroxy,334.25,2
Pentahydroxy,31.01,2
Trihydroxy,1.47,2
Tetrahydroxy,123.05,2
Tetrahydroxy,210.53,2
Dihydroxy,435.37,2
Monohydroxy,300.64,2
Dihydroxy,113.02,2
Dihydroxy,305.1,2
Trihydroxy,63.96,2
Trihydroxy,104.03,2
Dihydroxy,168.97,2
Dihydroxy,70.97,2
Nonhydroxy,96.06,2
Trihydroxy,166.05,2
Trihydroxy,889.47,2
Trihydroxy,404.64,2
Tetrahydroxy,185.96,2
Trihydroxy,96.96,2
Trihydroxy,148.06,2
Trihydroxy,330.04,2
Monohydroxy,38.04,2
Trihydroxy,79.02,2
Trihydroxy,3.49,2
Trihydroxy,649.75,2
Trihydroxy,227,2
Tetrahydroxy,470.23,2
Dihydroxy,56.22,2
Tetrahydroxy,57.01,2
Trihydroxy,51.93,2
Trihydroxy,166.02,2
Trihydroxy,27.91,2
Tetrahydroxy,483.09,2
Pentahydroxy,17.05,2
Tetrahydroxy,26.01,2
Trihydroxy,45.05,2
Trihydroxy,231.04,2
Tetrahydroxy,59.93,2
Nonhydroxy,99.06,2
Trihydroxy,30.05,2
Trihydroxy,633.14,2
Trihydroxy,568.21,2
Dihydroxy,411.26,2
Trihydroxy,90.92,2
Dihydroxy,7.97,2
Dihydroxy,32.89,2
Monohydroxy,19.1,2
Trihydroxy,8.06,2
Trihydroxy,672.37,2
Dihydroxy,26.01,2
Dihydroxy,58.03,2
Trihydroxy,230.6,2
Trihydroxy,554.23,2
Trihydroxy,188.07,2
Trihydroxy,199.06,2
Trihydroxy,837.19,2
Pentahydroxy,172.1,2
Dihydroxy,257.65,2
Tetrahydroxy,203.55,2
Trihydroxy,190.66,2
Trihydroxy,399.09,2
Trihydroxy,161.15,2
Pentahydroxy,26.06,2
Trihydroxy,817.26,2
Pentahydroxy,139.99,2
Trihydroxy,148.08,2
Monohydroxy,99.07,2
Trihydroxy,39.97,2
Trihydroxy,156.95,2
Dihydroxy,44.08,2
Trihydroxy,9.95,2
Monohydroxy,9.06,2
Dihydroxy,130,2
Pentahydroxy,168.96,2
Dihydroxy,63.03,2
Trihydroxy,111,2
Tetrahydroxy,149.44,2
Trihydroxy,491.08,2
Pentahydroxy,69.68,2
Tetrahydroxy,484.31,2
Dihydroxy,105.1,2
Trihydroxy,80.95,2
Trihydroxy,68.01,2
Tetrahydroxy,69.04,2
Pentahydroxy,3,2
Trihydroxy,19.92,2
Trihydroxy,54.17,2
Tetrahydroxy,54.1,2
Trihydroxy,184.04,2
Dihydroxy,644.25,2
Tetrahydroxy,86.97,2
Trihydroxy,241.65,2
Trihydroxy,499.42,2
Trihydroxy,128.72,2
Trihydroxy,800.23,2
Dihydroxy,122.94,2
Trihydroxy,783.21,2
Trihydroxy,482.07,2
Monohydroxy,74.03,2
Trihydroxy,677.25,2
Tetrahydroxy,30.02,2
Dihydroxy,55.85,2
Dihydroxy,139.01,2
Dihydroxy,90.03,2
Trihydroxy,407.69,2
Tetrahydroxy,91.05,2
Trihydroxy,19.09,2
Pentahydroxy,55.01,2
Trihydroxy,109.47,2
Trihydroxy,463.29,2
Tetrahydroxy,33.03,2
Trihydroxy,95.91,2
Trihydroxy,472.33,2
Pentahydroxy,323.21,2
Trihydroxy,405.29,2
Trihydroxy,561.34,2
Dihydroxy,70.94,2
Dihydroxy,34.54,2
Dihydroxy,203.97,2
Trihydroxy,38.97,2
Dihydroxy,261.16,2
Nonhydroxy,215.98,2
Trihydroxy,392.42,2
Dihydroxy,88.07,2
Dihydroxy,107.05,2
Trihydroxy,557.42,2
Dihydroxy,220.21,2
Dihydroxy,584.27,2
Monohydroxy,282.24,2
Monohydroxy,28,2
Trihydroxy,385.58,2
Monohydroxy,115,2
Trihydroxy,791.23,2
Monohydroxy,474.3,2
Tetrahydroxy,30,2
Trihydroxy,112.99,2
Monohydroxy,415.31,2
Dihydroxy,10.04,2
Dihydroxy,36.92,2
Dihydroxy,163.03,2
Dihydroxy,397.22,2
Tetrahydroxy,483.1,2
Dihydroxy,114.01,2
Tetrahydroxy,167.95,2
Tetrahydroxy,500.63,2
Trihydroxy,622.63,2
Tetrahydroxy,91.07,2
Trihydroxy,586.28,2
Trihydroxy,227.22,2
Pentahydroxy,90.11,2
Tetrahydroxy,12.05,2
Monohydroxy,73.03,2
Trihydroxy,71.99,2
Monohydroxy,55.51,2
Trihydroxy,816.56,2
Pentahydroxy,72.98,2
Trihydroxy,373.16,2
Dihydroxy,49.05,2
Trihydroxy,127.02,2
Trihydroxy,774.46,2
Dihydroxy,301.27,2
Tetrahydroxy,87.02,2
Trihydroxy,149.05,2
Trihydroxy,159.14,2
Trihydroxy,91.07,2
Trihydroxy,326.64,2
Trihydroxy,110.99,2
Monohydroxy,69.02,2
Trihydroxy,604.3,2
Pentahydroxy,293.13,2
Trihydroxy,595.51,2
Trihydroxy,234.05,2
Trihydroxy,799.26,2
Dihydroxy,205.01,2
Dihydroxy,185.55,2
Dihydroxy,2,2
Monohydroxy,24.03,2
Dihydroxy,39.49,2
Trihydroxy,19.06,2
Tetrahydroxy,88.52,2
Trihydroxy,632.41,2
Trihydroxy,107.25,2
Tetrahydroxy,55.94,2
Dihydroxy,642.24,2
Trihydroxy,29.06,2
Trihydroxy,87.69,2
Trihydroxy,277.23,2
Trihydroxy,83.08,2
Tetrahydroxy,276.21,2
Trihydroxy,557.46,2
Trihydroxy,52.65,2
Tetrahydroxy,1.01,2
Pentahydroxy,247.03,2
Monohydroxy,80.03,2
Trihydroxy,414.24,2
Trihydroxy,281.63,2
Tetrahydroxy,306.1,2
Pentahydroxy,275.37,2
Trihydroxy,587.39,2
Dihydroxy,74.02,2
Pentahydroxy,188,2
Trihydroxy,269.07,2
Tetrahydroxy,36.97,2
Trihydroxy,223.28,2
Dihydroxy,87.9,2
Tetrahydroxy,407.23,2
Trihydroxy,642.27,2
Trihydroxy,50.07,2
Trihydroxy,533.14,2
Nonhydroxy,9.99,2
Trihydroxy,181.05,2
Trihydroxy,107.58,2
Tetrahydroxy,70.93,2
Tetrahydroxy,104.52,2
Monohydroxy,89.1,2
Nonhydroxy,68.03,2
Monohydroxy,179.06,2
Tetrahydroxy,90.17,2
Pentahydroxy,62.02,2
Dihydroxy,1.07,2
Dihydroxy,436.35,2
Pentahydroxy,203.99,2
Nonhydroxy,181.21,2
Trihydroxy,249.56,2
Tetrahydroxy,586.26,2
Monohydroxy,108.06,2
Dihydroxy,75.81,2
Trihydroxy,49.51,2
Trihydroxy,216.03,2
Monohydroxy,214.01,2
Dihydroxy,212.05,2
Trihydroxy,127.08,2
Pentahydroxy,35.06,2
Dihydroxy,182.98,2
Trihydroxy,641.79,2
Trihydroxy,25.94,2
Tetrahydroxy,74.06,2
Trihydroxy,507.12,2
Monohydroxy,58.04,2
Trihydroxy,56.95,2
Nonhydroxy,18.05,2
Trihydroxy,549.29,2
Dihydroxy,95.11,2
Pentahydroxy,331.27,2
Trihydroxy,409.8,2
Tetrahydroxy,172.17,2
Monohydroxy,128.05,2
Dihydroxy,9.01,2
Trihydroxy,338.29,2
Monohydroxy,147.07,2
Trihydroxy,88.13,2
Dihydroxy,112.05,2
Trihydroxy,166.98,2
Trihydroxy,51.3,2
Dihydroxy,135,2
Dihydroxy,310.22,2
Monohydroxy,202.2,2
Trihydroxy,21.55,2
Tetrahydroxy,227.99,2
Trihydroxy,516.3,2
Pentahydroxy,11,2
Dihydroxy,185.98,2
Trihydroxy,140.02,2
Trihydroxy,53.86,2
Dihydroxy,244.2,2
Tetrahydroxy,17.07,2
Trihydroxy,423.31,2
Tetrahydroxy,165.01,2
Trihydroxy,692.23,2
Trihydroxy,135,2
Nonhydroxy,376.12,2
Tetrahydroxy,184.05,2
Monohydroxy,25.98,2
Nonhydroxy,19.08,2
Trihydroxy,628.27,2
Trihydroxy,519.65,2
Tetrahydroxy,122.92,2
Trihydroxy,313.01,2
Pentahydroxy,90.99,2
Trihydroxy,124.08,2
Trihydroxy,159.05,2
Trihydroxy,134.97,2
Trihydroxy,686.26,2
Trihydroxy,117.98,2
Monohydroxy,20.04,2
Trihydroxy,430.17,2
Trihydroxy,186.03,2
Tetrahydroxy,174.21,2
Dihydroxy,51.96,2
Trihydroxy,641.23,2
Trihydroxy,162.02,2
Trihydroxy,679.48,2
Tetrahydroxy,491.61,2
Trihydroxy,535.4,2
Trihydroxy,338.87,2
Trihydroxy,110.01,2
Dihydroxy,56.96,2
Trihydroxy,249.07,2
Tetrahydroxy,21.99,2
Nonhydroxy,139.1,2
Trihydroxy,296.06,2
Pentahydroxy,45.98,2
Tetrahydroxy,89.23,2
Tetrahydroxy,465.27,2
Trihydroxy,71.91,2
Trihydroxy,39.89,2
Trihydroxy,261.26,2
Tetrahydroxy,406.26,2
Tetrahydroxy,184.01,2
Monohydroxy,6.03,2
Nonhydroxy,54.03,2
Tetrahydroxy,45.05,2
Trihydroxy,631.92,2
Trihydroxy,240.17,2
Trihydroxy,327.65,2
Monohydroxy,388.28,2
Tetrahydroxy,15.06,2
Monohydroxy,64.05,2
Trihydroxy,219.58,2
Pentahydroxy,15.02,2
Trihydroxy,151.56,2
Dihydroxy,164.1,2
Trihydroxy,123.49,2
Dihydroxy,246.99,2
Trihydroxy,66.1,2
Tetrahydroxy,51.01,2
Trihydroxy,573.45,2
Monohydroxy,236.07,2
Dihydroxy,179,2
Monohydroxy,0.07,2
Trihydroxy,375.63,2
Trihydroxy,89.47,2
Tetrahydroxy,252.15,2
Trihydroxy,110.98,2
Monohydroxy,27.03,2
Trihydroxy,227.21,2
Trihydroxy,134.46,2
Trihydroxy,621.67,2
Trihydroxy,125.97,2
Dihydroxy,552.2,2
Trihydroxy,618.27,2
Nonhydroxy,633.46,2
Dihydroxy,4.93,2
Trihydroxy,117.08,2
Trihydroxy,91.84,2
Dihydroxy,375.25,2
Trihydroxy,14.04,2
Dihydroxy,87.94,2
Nonhydroxy,66.04,2
Trihydroxy,80.97,2
Dihydroxy,472.26,2
Trihydroxy,35.13,2
Dihydroxy,210.23,2
Trihydroxy,52.44,2
Trihydroxy,880.93,2
Trihydroxy,214.11,2
Trihydroxy,88.79,2
Trihydroxy,70.06,2
Pentahydroxy,87.49,2
Monohydroxy,61.95,2
Pentahydroxy,91.01,2
Trihydroxy,570.31,2
Dihydroxy,321.25,2
Dihydroxy,375.75,2
Dihydroxy,242.99,2
Trihydroxy,75.08,2
Trihydroxy,9.54,2
Trihydroxy,71.33,2
Trihydroxy,76.64,2
Tetrahydroxy,207.12,2
Dihydroxy,375.27,2
Dihydroxy,22.99,2
Trihydroxy,517.63,2
Trihydroxy,137.38,2
Trihydroxy,891.44,2
Monohydroxy,218.2,2
Trihydroxy,41.04,2
Dihydroxy,147.08,2
Trihydroxy,319.04,2
Trihydroxy,82.99,2
Monohydroxy,43,2
Dihydroxy,20.06,2
Trihydroxy,16.04,2
Monohydroxy,87.98,2
Trihydroxy,87.98,2
Dihydroxy,112.98,2
Trihydroxy,772.89,2
Monohydroxy,17.08,2
Pentahydroxy,34.02,2
Dihydroxy,106.08,2
Trihydroxy,38.91,2
Dihydroxy,202.07,2
Trihydroxy,55.91,2
Monohydroxy,109.01,2
Trihydroxy,427.75,2
Tetrahydroxy,331.22,2
Monohydroxy,66.04,2
Trihydroxy,470.64,2
Tetrahydroxy,48.06,2
Trihydroxy,443.09,2
Trihydroxy,391.1,2
Tetrahydroxy,111.01,2
Trihydroxy,19.08,2
Dihydroxy,300.27,2
Dihydroxy,419.74,2
Nonhydroxy,388.28,2
Monohydroxy,38.11,2
Tetrahydroxy,133.07,2
Pentahydroxy,73.06,2
Dihydroxy,488.24,2
Trihydroxy,106.06,2
Trihydroxy,128.98,2
Tetrahydroxy,125.07,2
Trihydroxy,478.67,2
Dihydroxy,319.09,2
Pentahydroxy,17.01,2
Monohydroxy,60.02,2
Dihydroxy,34.04,2
Trihydroxy,29.01,2
Trihydroxy,89.53,2
Trihydroxy,632.31,2
Trihydroxy,502.44,2
Dihydroxy,356.11,2
Tetrahydroxy,38.05,2
Pentahydroxy,258.25,2
Trihydroxy,146.09,2
Trihydroxy,644.26,2
Trihydroxy,92.97,2
Trihydroxy,150.08,2
Trihydroxy,817.28,2
Dihydroxy,37.11,2
Tetrahydroxy,170.12,2
Trihydroxy,301.22,2
Monohydroxy,34.06,2
Trihydroxy,123.02,2
Tetrahydroxy,100.99,2
Trihydroxy,889.44,2
Trihydroxy,462.13,2
Pentahydroxy,73.02,2
Dihydroxy,229.04,2
Trihydroxy,89.88,2
Trihydroxy,126.96,2
Trihydroxy,112.06,2
Trihydroxy,8.96,2
Trihydroxy,59.07,2
Trihydroxy,211.1,2
Pentahydroxy,88.03,2
Trihydroxy,75.94,2
Trihydroxy,661.3,2
Trihydroxy,87.45,2
Tetrahydroxy,84.07,2
Trihydroxy,561.31,2
Trihydroxy,40.51,2
Dihydroxy,639.31,2
Tetrahydroxy,186.95,2
Trihydroxy,106.01,2
Tetrahydroxy,2.96,2
Dihydroxy,63.04,2
Dihydroxy,196.7,2
Dihydroxy,84.06,2
Dihydroxy,187.11,2
Tetrahydroxy,79.95,2
Trihydroxy,86.05,2
Trihydroxy,186.98,2
Trihydroxy,223.27,2
Dihydroxy,38.05,2
Trihydroxy,177.08,2
Dihydroxy,0.01,2
Trihydroxy,54.95,2
Monohydroxy,105.03,2
Tetrahydroxy,150.04,2
Trihydroxy,129.01,2
Trihydroxy,408.91,2
Trihydroxy,237.09,2
Trihydroxy,54.21,2
Tetrahydroxy,20.99,2
Trihydroxy,89.54,2
Pentahydroxy,5.96,2
Monohydroxy,63.06,2
Trihydroxy,221.51,2
Tetrahydroxy,486.23,2
Dihydroxy,14.97,2
Trihydroxy,135.91,2
Trihydroxy,477.26,2
Tetrahydroxy,68.96,2
Trihydroxy,88.95,2
Trihydroxy,305.28,2
Pentahydroxy,373.12,2
Trihydroxy,209.08,2
Tetrahydroxy,135,2
Tetrahydroxy,418.22,2
Tetrahydroxy,90.23,2
Tetrahydroxy,200.15,2
Tetrahydroxy,70.44,2
Tetrahydroxy,461.27,2
Trihydroxy,87.5,2
Trihydroxy,203.95,2
Trihydroxy,146.01,2
Trihydroxy,410.2,2
Monohydroxy,79.07,2
Trihydroxy,248.25,2
Dihydroxy,72.04,2
Tetrahydroxy,515.29,2
Trihydroxy,52.05,2
Trihydroxy,128.03,2
Dihydroxy,26.93,2
Trihydroxy,142.94,2
Trihydroxy,374.17,2
Trihydroxy,1.17,2
Trihydroxy,500.14,2
Pentahydroxy,89.07,2
Trihydroxy,19.93,2
Monohydroxy,192.18,2
Dihydroxy,35.09,2
Trihydroxy,22.85,2
Tetrahydroxy,350.24,2
Tetrahydroxy,126.03,2
Dihydroxy,18.21,2
Trihydroxy,110,2
Nonhydroxy,61.05,2
Pentahydroxy,123.07,2
Trihydroxy,836.05,2
Trihydroxy,762.54,2
Nonhydroxy,78.05,2
Pentahydroxy,36.95,2
Tetrahydroxy,87.99,2
Trihydroxy,289.63,2
Tetrahydroxy,56.98,2
Tetrahydroxy,144.04,2
Nonhydroxy,51.98,2
Pentahydroxy,10.97,2
Dihydroxy,122.01,2
Trihydroxy,11.05,2
Trihydroxy,54.89,2
Trihydroxy,468.22,2
Dihydroxy,10.09,2
Trihydroxy,808.25,2
Tetrahydroxy,486.24,2
Trihydroxy,148.98,2
Tetrahydroxy,39.04,2
Monohydroxy,221.22,2
Trihydroxy,88.04,2
Dihydroxy,90.02,2
Dihydroxy,30.03,2
Tetrahydroxy,183.95,2
Trihydroxy,17.21,2
Trihydroxy,142.11,2
Pentahydroxy,106.03,2
Tetrahydroxy,6.05,2
Tetrahydroxy,9.01,2
Trihydroxy,233.57,2
Trihydroxy,468.33,2
Dihydroxy,254.18,2
Trihydroxy,103.01,2
Tetrahydroxy,0.05,2
Dihydroxy,125,2
Dihydroxy,109.05,2
Trihydroxy,359.64,2
Tetrahydroxy,43.97,2
Trihydroxy,453.45,2
Dihydroxy,373.22,2
Tetrahydroxy,87.31,2
Tetrahydroxy,72.19,2
Dihydroxy,137,2
Trihydroxy,0.08,2
Pentahydroxy,100.98,2
Tetrahydroxy,487.34,2
Dihydroxy,450.33,2
Trihydroxy,117.97,2
Trihydroxy,898.46,2
Dihydroxy,72,2
Tetrahydroxy,169.95,2
Tetrahydroxy,72.15,2
Trihydroxy,987.65,2
Tetrahydroxy,1.05,2
Trihydroxy,206.57,2
Tetrahydroxy,186.05,2
Dihydroxy,163.08,2
Trihydroxy,519.15,2
Pentahydroxy,268.22,2
Pentahydroxy,36.09,2
Monohydroxy,197.02,2
Dihydroxy,568.21,2
Trihydroxy,149.02,2
Trihydroxy,498.31,2
Dihydroxy,21.03,2
Trihydroxy,443.59,2
Trihydroxy,206.03,2
Dihydroxy,488.25,2
Tetrahydroxy,28.01,2
Trihydroxy,105.98,2
Trihydroxy,115.04,2
Dihydroxy,20.08,2
Tetrahydroxy,170.13,2
Tetrahydroxy,88.97,2
Pentahydroxy,110.03,2
Trihydroxy,57.48,2
Trihydroxy,205.04,2
Trihydroxy,630.82,2
Dihydroxy,70.93,2
Trihydroxy,203,2
Trihydroxy,127.92,2
Tetrahydroxy,182.04,2
Trihydroxy,804.21,2
Trihydroxy,185.11,2
Pentahydroxy,118.08,2
Trihydroxy,260.06,2
Dihydroxy,606.32,2
Trihydroxy,549.28,2
Trihydroxy,72.24,2
Tetrahydroxy,21.47,2
Monohydroxy,37.1,2
Dihydroxy,89.07,2
Tetrahydroxy,187.98,2
Trihydroxy,4.94,2
Trihydroxy,409.15,2
Dihydroxy,150.06,2
Monohydroxy,90,2
Trihydroxy,551.18,2
Trihydroxy,22.48,2
Pentahydroxy,20.98,2
Trihydroxy,509.12,2
Trihydroxy,108.99,2
Trihydroxy,299.16,2
Nonhydroxy,80.06,2
Monohydroxy,233.13,2
Dihydroxy,103.01,2
Trihydroxy,42.96,2
Monohydroxy,18.12,2
Trihydroxy,171.87,2
Trihydroxy,780.2,2
Trihydroxy,8.97,2
Monohydroxy,157.94,2
Trihydroxy,181.02,2
Trihydroxy,91,2
Trihydroxy,899.42,2
Pentahydroxy,182.14,2
Tetrahydroxy,206.02,2
Trihydroxy,212.14,2
Trihydroxy,126.03,2
Trihydroxy,207.02,2
Tetrahydroxy,53,2
Tetrahydroxy,794.52,2
Trihydroxy,372.23,2
Tetrahydroxy,148.69,2
Trihydroxy,384.62,2
Trihydroxy,4.97,2
Dihydroxy,562.15,2
Dihydroxy,115.92,2
Pentahydroxy,97.01,2
Trihydroxy,154.33,2
Tetrahydroxy,22.08,2
Pentahydroxy,141.12,2
Dihydroxy,63.01,2
Trihydroxy,144.09,2
Trihydroxy,385.13,2
Dihydroxy,186.06,2
Trihydroxy,188.21,2
Tetrahydroxy,71.2,2
Dihydroxy,149.08,2
Tetrahydroxy,89.01,2
Trihydroxy,230.02,2
Trihydroxy,84.11,2
Trihydroxy,204.06,2
Trihydroxy,356.65,2
Trihydroxy,115.92,2
Trihydroxy,447.3,2
Monohydroxy,36.13,2
Nonhydroxy,0.01,2
Trihydroxy,594.89,2
Pentahydroxy,123.08,2
Tetrahydroxy,18.05,2
Trihydroxy,303.15,2
Trihydroxy,170.14,2
Trihydroxy,9.01,2
Trihydroxy,83.07,2
Tetrahydroxy,33,2
Dihydroxy,117.06,2
Pentahydroxy,44.05,2
Trihydroxy,11.01,2
Dihydroxy,71.94,2
Trihydroxy,106.98,2
Monohydroxy,127.07,2
Nonhydroxy,139.08,2
Trihydroxy,514.31,2
Tetrahydroxy,389.29,2
Dihydroxy,115.98,2
Pentahydroxy,152.95,2
Dihydroxy,55.94,2
Trihydroxy,15.94,2
Monohydroxy,80.07,2
Trihydroxy,147.99,2
Dihydroxy,27.93,2
Trihydroxy,196.12,2
Trihydroxy,340.09,2
Pentahydroxy,204.2,2
Trihydroxy,461.63,2
Trihydroxy,147.06,2
Nonhydroxy,112.04,2
Dihydroxy,146.06,2
Tetrahydroxy,487.32,2
Tetrahydroxy,35.82,2
Nonhydroxy,108.04,2
Trihydroxy,122.03,2
Dihydroxy,319.24,2
Dihydroxy,52.07,2
Dihydroxy,10.06,2
Trihydroxy,453.62,2
Monohydroxy,88.02,2
Monohydroxy,250.08,2
Dihydroxy,33.02,2
Dihydroxy,137.99,2
Dihydroxy,34.97,2
Trihydroxy,814.24,2
